,price
11674,675000
11675,334950
11676,855000
11677,602500
11678,824000
11679,160000
11680,355500
11681,160000
11682,1886700
11683,413000
11684,642000
11685,385000
11686,850000
11687,321000
11688,539900
11689,219900
11690,842000
11691,235000
11692,685000
11693,290000
11694,280000
11695,214000
11696,1450000
11697,380000
11698,760000
11699,332220
11700,269000
11701,738000
11702,389100
11703,340768
11704,441000
11705,302000
11706,260000
11707,467500
11708,951250
11709,315000
11710,800000
11711,811500
11712,227490
11713,385000
11714,375000
11715,550000
11716,845000
11717,345600
11718,611000
11719,305000
11720,338500
11721,350000
11722,216000
11723,275000
11724,543500
11725,265000
11726,1550000
11727,230000
11728,760000
11729,353000
11730,638500
11731,950000
11732,357000
11733,577000
11734,257000
11735,705000
11736,460000
11737,500000
11738,487500
11739,1028950
11740,545000
11741,1575000
11742,422800
11743,559950
11744,365000
11745,200000
11746,269950
11747,315000
11748,899000
11749,400000
11750,397000
11751,300000
11752,449950
11753,215000
11754,475500
11755,555000
11756,525000
11757,245000
11758,220000
11759,265950
11760,180000
11761,380000
11762,925000
11763,593700
11764,530000
11765,659950
11766,549995
11767,295000
11768,330000
11769,1780000
11770,350000
11771,657000
11772,615000
11773,399950
11774,1000000
11775,875000
11776,250000
11777,400000
11778,518000
11779,2200000
11780,653000
11781,750000
11782,232000
11783,299950
11784,539000
11785,690000
11786,450000
11787,469950
11788,550000
11789,390000
11790,600000
11791,457000
11792,215000
11793,482000
11794,350000
11795,600000
11796,525000
11797,225000
11798,485000
11799,440000
11800,585000
11801,270000
11802,349810
11803,410000
11804,529500
11805,280000
11806,903000
11807,428000
11808,379950
11809,375000
11810,234000
11811,280000
11812,1242500
11813,349900
11814,870000
11815,331292
11816,244900
11817,490000
11818,328000
11819,233000
11820,882566
11821,715000
11822,529000
11823,452000
11824,1000000
11825,300000
11826,239000
11827,635000
11828,670000
11829,505000
11830,599000
11831,879900
11832,218000
11833,535000
11834,590000
11835,270000
11836,340000
11837,382000
11838,285000
11839,230000
11840,775000
11841,330000
11842,497000
11843,448000
11844,505000
11845,499000
11846,225205
11847,429000
11848,905000
11849,530000
11850,267000
11851,285000
11852,239975
11853,1010000
11854,949950
11855,400000
11856,320000
11857,383000
11858,338500
11859,201000
11860,442000
11861,810000
11862,260000
11863,446000
11864,430000
11865,900000
11866,289000
11867,525000
11868,1110000
11869,450000
11870,253000
11871,323000
11872,439000
11873,629000
11874,665000
11875,560000
11876,637500
11877,550000
11878,750000
11879,269000
11880,505000
11881,585000
11882,3300000
11883,385000
11884,491000
11885,285000
11886,254000
11887,480680
11888,320000
11889,637000
11890,279000
11891,784500
11892,475000
11893,420000
11894,249500
11895,450000
11896,445700
11897,275000
11898,574800
11899,473000
11900,552500
11901,334998
11902,380000
11903,250000
11904,276900
11905,865000
11906,745000
11907,2415000
11908,265000
11909,689800
11910,241500
11911,585888
11912,766950
11913,533000
11914,535000
11915,715000
11916,279200
11917,471000
11918,1518630
11919,595000
11920,535000
11921,585000
11922,750000
11923,260000
11924,598780
11925,280000
11926,224000
11927,780000
11928,515000
11929,547500
11930,475000
11931,240000
11932,250000
11933,738000
11934,975000
11935,215000
11936,852000
11937,1270000
11938,412000
11939,510000
11940,415000
11941,460000
11942,275000
11943,430000
11944,2300000
11945,375000
11946,334000
11947,1236000
11948,825000
11949,265000
11950,248500
11951,650000
11952,453500
11953,346000
11954,295000
11955,737500
11956,282500
11957,681500
11958,700000
11959,450000
11960,330000
11961,471001
11962,239000
11963,289000
11964,199950
11965,246000
11966,345000
11967,515000
11968,179000
11969,650000
11970,252000
11971,549000
11972,245000
11973,607000
11974,422000
11975,725000
11976,680000
11977,280000
11978,325000
11979,588000
11980,915000
11981,540000
11982,216500
11983,200000
11984,762000
11985,231000
11986,320000
11987,332000
11988,825000
11989,472000
11990,380500
11991,536000
11992,440000
11993,725000
11994,234300
11995,307500
11996,900000
11997,722500
11998,1681000
11999,729950
12000,440000
12001,665000
12002,610000
12003,203000
12004,650000
12005,635000
12006,655500
12007,646000
12008,565000
12009,223000
12010,440000
12011,530000
12012,1289000
12013,315000
12014,422500
12015,712500
12016,544000
12017,555000
12018,518000
12019,243500
12020,409000
12021,397450
12022,398500
12023,383150
12024,785000
12025,560000
12026,255000
12027,552000
12028,234000
12029,190000
12030,594950
12031,700000
12032,265000
12033,1295000
12034,439108
12035,525000
12036,165000
12037,505000
12038,395000
12039,1475000
12040,835000
12041,437500
12042,219000
12043,329000
12044,403500
12045,500000
12046,280000
12047,390000
12048,255000
12049,394950
12050,495000
12051,196000
12052,664500
12053,427500
12054,1030000
12055,397500
12056,337000
12057,455000
12058,450000
12059,661254
12060,1415000
12061,860000
12062,453000
12063,225000
12064,290000
12065,800000
12066,540000
12067,496000
12068,305000
12069,425000
12070,465000
12071,215000
12072,1580000
12073,365000
12074,368500
12075,410000
12076,403950
12077,625000
12078,889000
12079,795000
12080,425000
12081,374000
12082,545000
12083,225000
12084,210000
12085,430000
12086,214946
12087,415000
12088,332000
12089,350000
12090,494000
12091,350000
12092,940000
12093,1615000
12094,1050000
12095,782500
12096,200000
12097,237000
12098,399950
12099,175000
12100,624000
12101,225000
12102,705000
12103,700000
12104,238000
12105,800000
12106,435010
12107,651000
12108,355000
12109,202000
12110,289500
12111,325000
12112,566000
12113,429000
12114,625000
12115,337500
12116,445000
12117,725000
12118,523000
12119,345000
12120,316000
12121,190000
12122,420000
12123,465000
12124,1130000
12125,375000
12126,327000
12127,525000
12128,329900
12129,415000
12130,525000
12131,384500
12132,1198000
12133,937500
12134,900000
12135,382500
12136,453000
12137,615000
12138,595000
12139,485000
12140,320000
12141,579000
12142,380000
12143,225500
12144,460000
12145,730000
12146,366350
12147,1108000
12148,1769000
12149,333800
12150,172500
12151,1520000
12152,374950
12153,305000
12154,525000
12155,425000
12156,772000
12157,335000
12158,874000
12159,240000
12160,315000
12161,425000
12162,218000
12163,258305
12164,542000
12165,471275
12166,2950000
12167,765000
12168,515500
12169,375000
12170,397000
12171,480000
12172,267500
12173,840000
12174,365000
12175,825000
12176,251200
12177,238000
12178,641000
12179,325000
12180,625000
12181,471000
12182,405000
12183,640000
12184,404500
12185,447000
12186,325000
12187,255000
12188,350000
12189,390000
12190,603000
12191,159075
12192,452000
12193,446000
12194,524500
12195,700000
12196,218500
12197,405000
12198,175000
12199,305000
12200,364000
12201,805000
12202,660000
12203,550000
12204,830000
12205,330000
12206,945000
12207,302300
12208,592500
12209,725000
12210,160000
12211,550000
12212,338000
12213,255000
12214,380000
12215,939000
12216,2225000
12217,270000
12218,300000
12219,244500
12220,885250
12221,395000
12222,430000
12223,349500
12224,1050000
12225,871000
12226,607000
12227,1100000
12228,580000
12229,649000
12230,390000
12231,439000
12232,980000
12233,500000
12234,650000
12235,272000
12236,148226
12237,700000
12238,1170000
12239,885000
12240,886000
12241,383962
12242,1500000
12243,340000
12244,1186040
12245,441500
12246,800000
12247,329950
12248,315000
12249,680000
12250,339000
12251,429500
12252,185000
12253,445000
12254,300000
12255,365500
12256,880000
12257,260000
12258,525000
12259,1795000
12260,216000
12261,305000
12262,355000
12263,605000
12264,366400
12265,675000
12266,620000
12267,824500
12268,980000
12269,250000
12270,1295000
12271,535000
12272,546000
12273,1180000
12274,239000
12275,245000
12276,1360000
12277,1200000
12278,439000
12279,210000
12280,720000
12281,650000
12282,670000
12283,250000
12284,701000
12285,625000
12286,425000
12287,200000
12288,515000
12289,439000
12290,267500
12291,788000
12292,299000
12293,407500
12294,294450
12295,95000
12296,834950
12297,553000
12298,450000
12299,285000
12300,2720000
12301,695000
12302,860000
12303,402000
12304,203000
12305,282000
12306,290000
12307,580000
12308,610000
12309,467000
12310,564500
12311,850000
12312,345000
12313,1307000
12314,319000
12315,425000
12316,370500
12317,365000
12318,549000
12319,898000
12320,352500
12321,368000
12322,550000
12323,730000
12324,399000
12325,246500
12326,205000
12327,445000
12328,558000
12329,615000
12330,875000
12331,475000
12332,336900
12333,1080000
12334,583000
12335,502550
12336,420200
12337,269950
12338,899000
12339,925000
12340,274900
12341,1730000
12342,247800
12343,747000
12344,537500
12345,745000
12346,359950
12347,455000
12348,640000
12349,273000
12350,203000
12351,560000
12352,384000
12353,276000
12354,235000
12355,1350000
12356,1015000
12357,400000
12358,640000
12359,525000
12360,309950
12361,753000
12362,341500
12363,650000
12364,340000
12365,235000
12366,399950
12367,750000
12368,383000
12369,400000
12370,230000
12371,627000
12372,397000
12373,735000
12374,733000
12375,870300
12376,480000
12377,290000
12378,425000
12379,750000
12380,445000
12381,242000
12382,353000
12383,492000
12384,650000
12385,940000
12386,180000
12387,585000
12388,335000
12389,251000
12390,375000
12391,210000
12392,565000
12393,360500
12394,521000
12395,370000
12396,505000
12397,270000
12398,715000
12399,175000
12400,179000
12401,674000
12402,254000
12403,420000
12404,739000
12405,329000
12406,700000
12407,625000
12408,295000
12409,1702500
12410,362500
12411,580050
12412,420000
12413,320000
12414,385000
12415,491500
12416,375000
12417,307300
12418,707500
12419,1238000
12420,393000
12421,305000
12422,227000
12423,265000
12424,350000
12425,324000
12426,660000
12427,438000
12428,1000000
12429,525000
12430,465000
12431,330000
12432,804995
12433,499500
12434,273148
12435,405000
12436,405000
12437,722000
12438,400950
12439,375000
12440,299000
12441,649000
12442,290000
12443,524400
12444,538000
12445,600000
12446,522500
12447,435000
12448,202500
12449,527700
12450,352500
12451,449950
12452,300000
12453,345000
12454,600000
12455,339950
12456,605000
12457,650000
12458,339000
12459,577000
12460,257000
12461,379000
12462,1190000
12463,475000
12464,194000
12465,376000
12466,575550
12467,215000
12468,710000
12469,414500
12470,196000
12471,435000
12472,329800
12473,414250
12474,320000
12475,505000
12476,489000
12477,429800
12478,215000
12479,425000
12480,475000
12481,640000
12482,385000
12483,309500
12484,250000
12485,401500
12486,305000
12487,244000
12488,925000
12489,238950
12490,396500
12491,575000
12492,935000
12493,280000
12494,411500
12495,285000
12496,1740000
12497,499950
12498,449950
12499,325000
12500,250000
12501,150000
12502,675000
12503,280000
12504,405000
12505,375000
12506,900000
12507,598000
12508,290000
12509,200000
12510,250000
12511,280000
12512,820875
12513,1900000
12514,1057000
12515,240000
12516,447000
12517,675000
12518,635000
12519,126000
12520,200000
12521,479950
12522,790000
12523,373000
12524,594000
12525,374950
12526,456000
12527,374900
12528,810000
12529,825500
12530,800000
12531,661000
12532,168000
12533,312500
12534,500000
12535,339000
12536,650000
12537,375000
12538,802000
12539,470000
12540,445000
12541,369160
12542,469000
12543,273000
12544,533600
12545,1070000
12546,187000
12547,625000
12548,133000
12549,425000
12550,2050000
12551,255000
12552,629950
12553,255000
12554,895000
12555,244000
12556,765000
12557,665000
12558,205000
12559,585000
12560,852500
12561,225000
12562,380000
12563,549900
12564,1830000
12565,420000
12566,520000
12567,90000
12568,355000
12569,529000
12570,425000
12571,195000
12572,650000
12573,620000
12574,612000
12575,480000
12576,440000
12577,670000
12578,239900
12579,419990
12580,635000
12581,645000
12582,952990
12583,630000
12584,403500
12585,1430000
12586,616950
12587,400000
12588,280000
12589,762400
12590,178000
12591,199500
12592,310000
12593,425000
12594,305000
12595,925000
12596,635000
12597,713000
12598,426950
12599,475000
12600,825000
12601,485230
12602,435000
12603,350000
12604,775000
12605,324000
12606,480000
12607,325000
12608,782000
12609,325000
12610,325000
12611,199000
12612,752500
12613,520000
12614,475000
12615,427500
12616,219000
12617,335000
12618,335000
12619,292000
12620,900000
12621,219000
12622,177500
12623,502775
12624,530000
12625,825750
12626,552700
12627,352000
12628,403250
12629,442000
12630,1738000
12631,580000
12632,595000
12633,1035000
12634,330000
12635,670000
12636,490000
12637,817000
12638,269950
12639,658000
12640,368000
12641,199950
12642,762500
12643,161000
12644,129888
12645,670000
12646,571000
12647,328000
12648,498000
12649,570000
12650,399895
12651,1150000
12652,730000
12653,659000
12654,690000
12655,1267500
12656,915000
12657,340000
12658,770000
12659,1565000
12660,259950
12661,552000
12662,267000
12663,850000
12664,305000
12665,335000
12666,225000
12667,485000
12668,274250
12669,200000
12670,475000
12671,352000
12672,1350000
12673,488000
12674,140000
12675,420000
12676,900000
12677,400000
12678,299900
12679,400000
12680,412000
12681,665000
12682,715000
12683,699000
12684,229000
12685,420000
12686,1480000
12687,1000000
12688,535500
12689,465000
12690,255000
12691,2110000
12692,568000
12693,852500
12694,370000
12695,500000
12696,2544750
12697,280000
12698,328000
12699,650000
12700,387500
12701,362500
12702,546000
12703,383000
12704,690000
12705,199000
12706,1481000
12707,219950
12708,515000
12709,351000
12710,280000
12711,230000
12712,144000
12713,435000
12714,246000
12715,255500
12716,688000
12717,1655000
12718,625000
12719,373000
12720,235000
12721,275000
12722,535000
12723,839000
12724,705640
12725,544500
12726,325000
12727,353900
12728,371025
12729,234550
12730,320000
12731,390000
12732,321500
12733,1300000
12734,1695000
12735,264000
12736,1003000
12737,570000
12738,255000
12739,595000
12740,274700
12741,912000
12742,480000
12743,450000
12744,600000
12745,415000
12746,278000
12747,490000
12748,463000
12749,345000
12750,395000
12751,280000
12752,551000
12753,247500
12754,640000
12755,490000
12756,579000
12757,410000
12758,770000
12759,749500
12760,421000
12761,455000
12762,509900
12763,495000
12764,600000
12765,460000
12766,639500
12767,1200000
12768,180000
12769,1598890
12770,1500000
12771,1600000
12772,558000
12773,1054710
12774,280000
12775,208000
12776,345950
12777,156000
12778,1480000
12779,525000
12780,459000
12781,634000
12782,457000
12783,270000
12784,538200
12785,459900
12786,835000
12787,250000
12788,424240
12789,790000
12790,1650000
12791,625000
12792,1215000
12793,249500
12794,499900
12795,975000
12796,290000
12797,225000
12798,344500
12799,445800
12800,360000
12801,179000
12802,495000
12803,388000
12804,720000
12805,285000
12806,495500
12807,600000
12808,507000
12809,455000
12810,300000
12811,257000
12812,320000
12813,286285
12814,576000
12815,914600
12816,228000
12817,415000
12818,391000
12819,362362
12820,640000
12821,600000
12822,315000
12823,760000
12824,375000
12825,224000
12826,379000
12827,405000
12828,408000
12829,817250
12830,898000
12831,445000
12832,310000
12833,528000
12834,204000
12835,434500
12836,260000
12837,350000
12838,589000
12839,313000
12840,552500
12841,382450
12842,730000
12843,435000
12844,162000
12845,110000
12846,354000
12847,409950
12848,237200
12849,895000
12850,190000
12851,325000
12852,1285000
12853,415000
12854,835000
12855,199900
12856,525000
12857,415000
12858,593450
12859,455000
12860,399950
12861,265000
12862,365000
12863,625000
12864,802541
12865,470000
12866,440000
12867,777000
12868,1700000
12869,402200
12870,402000
12871,630000
12872,1200000
12873,514000
12874,259950
12875,344000
12876,270000
12877,520000
12878,750000
12879,735000
12880,565500
12881,410000
12882,518000
12883,305000
12884,405000
12885,205000
12886,360000
12887,558000
12888,776000
12889,480000
12890,670000
12891,750000
12892,475000
12893,205000
12894,175000
12895,605004
12896,255000
12897,1015000
12898,717500
12899,440000
12900,782000
12901,1250000
12902,555000
12903,360000
12904,342000
12905,322500
12906,285000
12907,484998
12908,265000
12909,523500
12910,1005000
12911,425000
12912,335000
12913,257000
12914,400000
12915,247000
12916,500000
12917,500000
12918,325000
12919,508500
12920,266500
12921,480000
12922,1138990
12923,367000
12924,237950
12925,118000
12926,405000
12927,1325000
12928,579950
12929,773000
12930,535000
12931,370000
12932,650000
12933,525000
12934,218000
12935,248000
12936,330000
12937,555000
12938,395000
12939,522500
12940,1085000
12941,649950
12942,987500
12943,296000
12944,420000
12945,1697000
12946,1135000
12947,325000
12948,310000
12949,645000
12950,538000
12951,431000
12952,440000
12953,441000
12954,435000
12955,1800000
12956,779000
12957,600000
12958,452000
12959,428400
12960,342000
12961,570000
12962,480000
12963,233000
12964,262000
12965,346100
12966,520000
12967,360000
12968,700000
12969,780000
12970,210000
12971,450000
12972,219900
12973,618500
12974,260000
12975,294010
12976,462000
12977,579950
12978,360000
12979,190848
12980,261000
12981,771000
12982,875000
12983,860000
12984,658588
12985,503000
12986,370000
12987,411000
12988,3300000
12989,306950
12990,279000
12991,220000
12992,512500
12993,290000
12994,479900
12995,250000
12996,299000
12997,390000
12998,265000
12999,245000
13000,493500
13001,435000
13002,475000
13003,995500
13004,472500
13005,478000
13006,162248
13007,230000
13008,400000
13009,355000
13010,322000
13011,557000
13012,352000
13013,691000
13014,239900
13015,1950000
13016,230000
13017,687500
13018,565000
13019,374000
13020,540000
13021,657000
13022,510000
13023,999000
13024,540000
13025,224000
13026,215000
13027,499950
13028,231000
13029,335000
13030,509000
13031,825000
13032,325000
13033,1160000
13034,307999
13035,620000
13036,942500
13037,480000
13038,379000
13039,1017000
13040,387846
13041,230000
13042,510000
13043,780000
13044,990000
13045,353000
13046,260000
13047,315500
13048,389000
13049,268000
13050,577500
13051,715000
13052,485000
13053,1017000
13054,450000
13055,895000
13056,460000
13057,698000
13058,540000
13059,448000
13060,808000
13061,170000
13062,2050000
13063,486940
13064,915557
13065,649000
13066,550000
13067,239000
13068,442000
13069,709000
13070,442000
13071,490000
13072,595000
13073,205000
13074,393000
13075,485000
13076,705000
13077,910000
13078,780000
13079,721000
13080,600000
13081,258000
13082,500000
13083,695000
13084,350000
13085,235000
13086,812000
13087,277000
13088,416000
13089,315000
13090,303500
13091,440000
13092,519900
13093,465000
13094,440000
13095,200000
13096,426700
13097,232603
13098,456150
13099,850000
13100,427874
13101,1565000
13102,1160000
13103,652500
13104,635000
13105,156000
13106,455000
13107,274950
13108,296000
13109,925000
13110,205000
13111,395000
13112,1393000
13113,353000
13114,955000
13115,590000
13116,760000
13117,445000
13118,290000
13119,1300000
13120,689950
13121,345000
13122,589000
13123,520000
13124,421000
13125,203000
13126,1000000
13127,305000
13128,650000
13129,190000
13130,718000
13131,470000
13132,756000
13133,550000
13134,520000
13135,2750000
13136,266950
13137,249950
13138,198000
13139,521000
13140,302000
13141,531000
13142,680000
13143,229000
13144,312000
13145,660000
13146,275000
13147,839000
13148,541800
13149,485000
13150,350000
13151,270000
13152,295000
13153,481500
13154,260000
13155,252500
13156,635000
13157,1400000
13158,560000
13159,350000
13160,269950
13161,482000
13162,776000
13163,171000
13164,199950
13165,760500
13166,763776
13167,264000
13168,425000
13169,270000
13170,627800
13171,520000
13172,213500
13173,299500
13174,749950
13175,595000
13176,875000
13177,565000
13178,398000
13179,565000
13180,565000
13181,333000
13182,926250
13183,325000
13184,399950
13185,810000
13186,588000
13187,1150000
13188,294570
13189,550000
13190,963990
13191,426500
13192,273000
13193,580000
13194,1110000
13195,1175000
13196,165000
13197,175000
13198,558000
13199,489000
13200,245000
13201,920000
13202,680000
13203,565000
13204,326000
13205,425000
13206,251700
13207,653750
13208,115000
13209,156601
13210,720000
13211,314500
13212,520000
13213,250000
13214,260000
13215,610000
13216,303000
13217,788600
13218,925000
13219,300000
13220,219950
13221,240000
13222,1400000
13223,931000
13224,456200
13225,350500
13226,330600
13227,1325000
13228,544900
13229,375000
13230,715000
13231,450000
13232,419354
13233,225000
13234,683000
13235,621000
13236,467500
13237,389000
13238,380000
13239,357000
13240,201000
13241,468000
13242,950000
13243,585000
13244,280500
13245,875000
13246,1153000
13247,305000
13248,615000
13249,425000
13250,1381000
13251,465000
13252,560000
13253,234950
13254,515000
13255,671000
13256,339275
13257,345000
13258,600000
13259,676000
13260,420000
13261,568000
13262,427000
13263,1060000
13264,858000
13265,126500
13266,685000
13267,297000
13268,303700
13269,455000
13270,259950
13271,270000
13272,359000
13273,700000
13274,170000
13275,557500
13276,365070
13277,349950
13278,490000
13279,546200
13280,450000
13281,699900
13282,370000
13283,370228
13284,248500
13285,175000
13286,276500
13287,452000
13288,170000
13289,1070000
13290,549000
13291,599000
13292,363000
13293,200000
13294,349900
13295,348000
13296,1350000
13297,469950
13298,277500
13299,665000
13300,925000
13301,1550000
13302,225000
13303,375000
13304,390000
13305,712198
13306,386000
13307,334900
13308,273500
13309,320900
13310,600000
13311,545000
13312,125000
13313,616000
13314,172000
13315,399950
13316,375000
13317,330000
13318,419000
13319,525000
13320,1540000
13321,457500
13322,355000
13323,232000
13324,730000
13325,439000
13326,350000
13327,365000
13328,265953
13329,599000
13330,610000
13331,300000
13332,1052500
13333,625000
13334,301000
13335,735000
13336,281000
13337,311000
13338,1450000
13339,532500
13340,572650
13341,645000
13342,354950
13343,405000
13344,207000
13345,457000
13346,250000
13347,355000
13348,1160000
13349,251000
13350,528000
13351,675000
13352,707500
13353,170000
13354,648000
13355,440000
13356,500000
13357,550000
13358,338000
13359,266500
13360,210000
13361,625000
13362,445000
13363,520000
13364,250200
13365,260000
13366,650000
13367,372220
13368,750000
13369,704111
13370,380000
13371,325000
13372,650000
13373,860000
13374,555000
13375,626000
13376,385000
13377,370000
13378,362865
13379,237000
13380,353500
13381,495000
13382,425000
13383,255000
13384,450000
13385,185000
13386,819000
13387,245000
13388,480000
13389,484000
13390,835000
13391,622950
13392,940000
13393,705000
13394,469775
13395,542000
13396,730000
13397,989000
13398,632500
13399,256900
13400,532000
13401,525000
13402,700000
13403,575000
13404,625000
13405,1206500
13406,400000
13407,340000
13408,428000
13409,366500
13410,380000
13411,749000
13412,297000
13413,605000
13414,727500
13415,250000
13416,240000
13417,700000
13418,565000
13419,465000
13420,662000
13421,330000
13422,499000
13423,500000
13424,1210000
13425,355000
13426,431000
13427,319000
13428,330000
13429,435000
13430,573000
13431,299800
13432,364500
13433,279950
13434,235000
13435,382000
13436,550000
13437,323000
13438,445000
13439,191000
13440,239000
13441,245000
13442,884250
13443,700000
13444,379000
13445,257500
13446,368000
13447,315000
13448,390000
13449,330000
13450,275000
13451,287000
13452,230000
13453,449950
13454,399000
13455,1125000
13456,205000
13457,560000
13458,496500
13459,210000
13460,490000
13461,804000
13462,425000
13463,379000
13464,618000
13465,672500
13466,549900
13467,471835
13468,949990
13469,496600
13470,459000
13471,610000
13472,1280000
13473,150000
13474,470000
13475,835000
13476,340000
13477,260000
13478,198500
13479,615000
13480,209000
13481,470000
13482,330000
13483,549000
13484,291500
13485,425000
13486,799950
13487,578000
13488,305500
13489,445000
13490,895000
13491,716000
13492,451000
13493,510000
13494,546000
13495,357500
13496,467000
13497,625000
13498,519000
13499,555000
13500,445000
13501,417838
13502,375000
13503,530000
13504,580000
13505,375000
13506,310000
13507,335000
13508,262000
13509,1084500
13510,900000
13511,475000
13512,525000
13513,468000
13514,1305000
13515,289000
13516,445800
13517,781000
13518,190000
13519,840000
13520,320000
13521,377000
13522,1762000
13523,880000
13524,600000
13525,700000
13526,229500
13527,321950
13528,440000
13529,514950
13530,1580000
13531,524500
13532,465000
13533,231000
13534,210000
13535,1415000
13536,214000
13537,610000
13538,255000
13539,546000
13540,320000
13541,465000
13542,1575000
13543,271000
13544,310000
13545,1765000
13546,499000
13547,301000
13548,597326
13549,469900
13550,250000
13551,550000
13552,723000
13553,270000
13554,650000
13555,468000
13556,625000
13557,490000
13558,378500
13559,183000
13560,248000
13561,242000
13562,365000
13563,290000
13564,625000
13565,530000
13566,825000
13567,348000
13568,485000
13569,475000
13570,637800
13571,273500
13572,366000
13573,336000
13574,260000
13575,2065000
13576,402101
13577,400000
13578,560000
13579,249000
13580,324950
13581,1110000
13582,635000
13583,277700
13584,495000
13585,451000
13586,667000
13587,240000
13588,245000
13589,210000
13590,390000
13591,465000
13592,1350000
13593,474905
13594,399000
13595,283748
13596,900000
13597,628000
13598,465000
13599,348000
13600,385000
13601,280000
13602,590000
13603,660000
13604,340000
13605,265000
13606,282000
13607,351000
13608,626000
13609,427000
13610,598200
13611,540000
13612,850000
13613,309950
13614,299950
13615,400000
13616,245000
13617,1450000
13618,344000
13619,350000
13620,229000
13621,406000
13622,227500
13623,554000
13624,525000
13625,666000
13626,227000
13627,700000
13628,270000
13629,805000
13630,281700
13631,834538
13632,365000
13633,920000
13634,363500
13635,427000
13636,780000
13637,570000
13638,237000
13639,475000
13640,400000
13641,720000
13642,290000
13643,365500
13644,248000
13645,410000
13646,381000
13647,456700
13648,270000
13649,325000
13650,315000
13651,324950
13652,177000
13653,550000
13654,400000
13655,393000
13656,1400000
13657,550000
13658,500000
13659,900000
13660,291000
13661,499000
13662,672000
13663,455000
13664,354450
13665,430000
13666,2408000
13667,431000
13668,468000
13669,330000
13670,430000
13671,440000
13672,1425000
13673,290000
13674,898888
13675,975000
13676,140000
13677,329500
13678,417500
13679,455000
13680,569950
13681,735000
13682,377500
13683,607000
13684,295000
13685,537250
13686,471000
13687,663000
13688,475000
13689,300000
13690,235000
13691,335000
13692,637000
13693,520000
13694,265000
13695,545500
13696,339989
13697,1099500
13698,2525000
13699,665000
13700,342888
13701,799000
13702,470000
13703,1155000
13704,375000
13705,630000
13706,523000
13707,765000
13708,353000
13709,398000
13710,815000
13711,329000
13712,610000
13713,453000
13714,115000
13715,791500
13716,316000
13717,735000
13718,500000
13719,650000
13720,583500
13721,690000
13722,758000
13723,450000
13724,395000
13725,710000
13726,625000
13727,442900
13728,620000
13729,190000
13730,464000
13731,549900
13732,862000
13733,575000
13734,341000
13735,210000
13736,369000
13737,375000
13738,542500
13739,251000
13740,1340000
13741,443000
13742,475000
13743,550000
13744,620000
13745,440000
13746,355000
13747,275000
13748,417000
13749,1325000
13750,290000
13751,484000
13752,261500
13753,1042030
13754,1800000
13755,310000
13756,411800
13757,389500
13758,308000
13759,224975
13760,525000
13761,495000
13762,480000
13763,1700000
13764,447000
13765,651000
13766,2152500
13767,425000
13768,250000
13769,975000
13770,469000
13771,349000
13772,921500
13773,350000
13774,439995
13775,1081000
13776,235000
13777,1575000
13778,605000
13779,627500
13780,414000
13781,302860
13782,750000
13783,600000
13784,472000
13785,376000
13786,1330000
13787,436000
13788,146000
13789,285000
13790,410000
13791,440000
13792,499990
13793,431000
13794,567500
13795,799000
13796,197000
13797,894400
13798,262000
13799,715000
13800,910000
13801,1059500
13802,249900
13803,170000
13804,1395000
13805,1362500
13806,584950
13807,415000
13808,725000
13809,390000
13810,147000
13811,900000
13812,350000
13813,613000
13814,945000
13815,991700
13816,500000
13817,276000
13818,558000
13819,689000
13820,349950
13821,242000
13822,530000
13823,620047
13824,444900
13825,349000
13826,445000
13827,555000
13828,269950
13829,249000
13830,580000
13831,425000
13832,274950
13833,250000
13834,632500
13835,268000
13836,213500
13837,1100000
13838,585000
13839,457000
13840,433000
13841,511555
13842,955990
13843,600000
13844,670000
13845,345000
13846,447000
13847,299950
13848,449950
13849,346000
13850,525000
13851,416000
13852,544300
13853,279475
13854,710000
13855,1500000
13856,265000
13857,1475000
13858,960000
13859,219000
13860,455000
13861,441000
13862,475000
13863,462500
13864,336500
13865,645000
13866,360000
13867,280000
13868,570000
13869,519990
13870,244900
13871,681716
13872,960000
13873,980000
13874,575000
13875,650000
13876,685100
13877,690700
13878,459000
13879,475000
13880,723000
13881,405000
13882,288250
13883,2250000
13884,415000
13885,328500
13886,420550
13887,370000
13888,371000
13889,205000
13890,530000
13891,280000
13892,537000
13893,399900
13894,250000
13895,840000
13896,305000
13897,217000
13898,580000
13899,269500
13900,790000
13901,475580
13902,530000
13903,260000
13904,590000
13905,440000
13906,325000
13907,510000
13908,510000
13909,505000
13910,855000
13911,255000
13912,995000
13913,169000
13914,449990
13915,530000
13916,275000
13917,368000
13918,90000
13919,455000
13920,280000
13921,1440000
13922,825000
13923,610000
13924,310000
13925,358000
13926,258000
13927,175000
13928,970500
13929,292500
13930,315000
13931,589000
13932,225000
13933,425000
13934,275000
13935,349950
13936,325000
13937,320000
13938,432000
13939,455000
13940,515000
13941,600600
13942,339900
13943,325000
13944,280000
13945,718500
13946,890000
13947,442573
13948,187000
13949,452000
13950,622500
13951,470000
13952,403000
13953,570000
13954,385200
13955,685000
13956,424000
13957,233000
13958,203000
13959,415500
13960,1046250
13961,359000
13962,358000
13963,510000
13964,1200000
13965,710000
13966,329900
13967,318500
13968,1234570
13969,449950
13970,399000
13971,374990
13972,285000
13973,300000
13974,400000
13975,637500
13976,1100000
13977,430000
13978,585000
